1.085228560990664448e+02 -1.396138799092404952e+02 -2.457809173243674650e-03
-5.251774315629609191e+01 7.949943844233769141e+01 -7.138449727364104547e-04
6.712021302803744049e+01 -5.278123455240488227e+01 -5.723431740740636542e-04
-1.170528366287363724e+02 -4.887697950661883084e+01 -1.261510834403622994e-03
2.862961569364430758e+01 9.353768390361022256e+00 -7.110285293387974548e-05
-1.873870795064551942e+01 1.621524626593632092e+02 -2.098374247154310979e-03
-1.648197837004997623e+01 6.117198339208892577e+01 -3.160023750403695431e-04
-6.779626742678101614e+00 -3.776201280397549453e+01 -1.159109254516010878e-04
9.795740571944598685e+01 5.836281474902718713e+01 -1.019991104271866789e-03
-1.319252693196866630e+02 4.741649818771176683e+01 -1.540518316236472174e-03
-8.685337973467342465e+01 4.877863018208514490e+01 -7.783523083269017206e-04
1.424137277743790548e+02 1.220351539974796395e+02 -2.761790678988518266e-03
-1.232654104412912233e+00 -9.207766049508538231e+01 -6.678686069179207152e-04
3.269521842028835579e+01 -6.798185709598341475e+01 -4.477344843749619940e-04
-3.918679993922420834e+01 1.368826604676829817e+01 -1.350565832929362386e-04
-1.825037792205726248e+02 3.822415063851517747e+00 -2.610449497432609789e-03
3.526035372493385012e+01 8.043244083022314328e+01 -6.069264596106904719e-04
1.378800307762645332e+02 6.399222840244328125e+01 -1.811823382574573316e-03
-4.166187597341674120e+01 -4.498518225241939206e+01 -2.953581295415119712e-04
4.575756914416226095e+01 -2.147659628744721161e+01 -2.003513338362239438e-04
1.463093288785023844e+02 1.484756290587621841e+01 -1.694327478339197057e-03
1.704348886494214241e+02 -4.931746654064643565e+01 -2.467166318560032323e-03
7.110622080113029142e+01 -9.697082327816666236e+01 -1.136698097923272144e-03
-4.377986824466751159e+01 1.287836472601308628e+02 -1.456401097975401626e-03
9.488623888788930572e+01 1.334259179683158720e+02 -2.107441279306954129e-03
-8.203274078611347875e+01 1.538576661018110485e+02 -2.391592125107422362e-03
9.503522000118728386e+00 1.157723873419144240e+02 -1.062712227884787808e-03
2.563707732042865928e+01 -1.609326194319599779e+02 -2.091314446190040144e-03
-4.599583992737102278e+01 -1.062026280575406929e+02 -1.054069040883121033e-03
6.204127564396956984e+01 1.112393796380573718e+02 -1.276128282455601948e-03
9.841365138453639361e+01 -7.433662310436062626e+01 -1.193958559422725330e-03
6.343329054704912551e+01 1.681976058505238143e+02 -2.543370667822841824e-03
-5.863032957611856233e+01 -1.494205274004306716e+02 -2.027723733554864793e-03
1.773850605899946515e+02 6.153639018002030525e+01 -2.763227503162823950e-03
-7.610661051021928358e+01 -6.547462259130267626e+01 -7.913965194852323748e-04
-1.300249828400116030e+02 -1.060059886003456313e+02 -2.209490126595881065e-03
7.079863919599223721e+01 6.748676243420227649e+00 -3.962593723345619878e-04
-1.088322046107259666e+02 -2.055823478758270983e+00 -9.282203385547749264e-04
6.531041256008023765e+01 -1.642301939377038309e+02 -2.458428298993453609e-03
-1.812022518605134280e+02 5.411046896724253941e+01 -2.802819633075159800e-03
-7.533171033344275713e+01 1.505649154394279243e+01 -4.624215512230023251e-04
1.868283644692884025e+02 2.559470248711073737e+01 -2.786017383083816412e-03
-1.844313981546014247e+02 -5.797009594364926954e+01 -2.929383300305232751e-03
5.161295090293375409e+01 3.770761126023052157e+01 -3.206746592940845630e-04
-6.078728734156753433e+01 -1.861931046697865213e+02 -3.019905439671788372e-03
-1.573247798543453086e+02 9.482009583767158745e+01 -2.647101314494193502e-03
1.443395633506954709e+02 -1.144436239274106839e+02 -2.663660202735229632e-03
-1.600073089006415046e+02 -2.473396226543793119e+01 -2.053854475223104714e-03
1.168065530506250127e+01 1.927722567258429649e+02 -2.937494029069398493e-03
1.758122293902673619e+02 -9.440348533443477663e+01 -3.123373116167726948e-03
3.224842610578514979e+01 1.444254238166876689e+02 -1.724299414036067901e-03
-1.999079297734503058e+01 -1.382660915983658185e+02 -1.537000122901588384e-03
-1.097178204489531765e+02 9.940775072246022148e+01 -1.721347170466458465e-03
1.055718235250924977e+02 2.318129502252332941e+01 -9.154487679197131911e-04
1.985877520201482298e+02 -1.507268302304643726e+01 -3.107370024959976718e-03
-1.493700261872053829e+02 -7.661075528357763176e+01 -2.210118636444491358e-03
3.911680884676272996e+01 -1.170511096971397933e+02 -1.198954529783691214e-03
-9.029169635725136800e+01 -1.223653777349361746e+02 -1.817961785839372624e-03
-2.972314859546983268e+00 2.660215582032872206e+01 -5.642993578724997406e-05
1.233057200072270376e+02 -3.611943781337045323e+01 -1.293846929829811643e-03
-1.260979685689581800e+02 -1.479274264800471883e+02 -2.969113269891465734e-03
-9.592774370162192099e+01 -1.683377748798877462e+02 -2.952753744295932847e-03
-7.596767517686691917e+01 -2.633424782270858699e+01 -5.067234015676547187e-04
-1.195697058134475128e+02 1.462619750635920752e+02 -2.804886954635321672e-03
-5.255795569063560180e+01 1.873218642024062888e+02 -2.980040716721532590e-03
-8.181179990358430132e+00 -1.917053005220416537e+02 -2.899739402863588111e-03
-1.443608417168568963e+02 7.685423738193877696e+00 -1.637249427852260908e-03
9.893250791465479210e+01 1.727058598292852878e+02 -3.115951407380634919e-03
